tweet_id,tweet,date,label
1598831152290095104,Aralığa merhaba derken bu Sabah saat 09.00 da bir adam dünyaya gelecek   Acıları kederleri korkuları umutları hayalleri ve herşeye rağmen dik duruşuyla ben olcak Hoşgeldin 24 yaşım sevdiklerim ile gülümsememi ve  mutluluğumu elimden almadan yerini bir diğerine Bırak 03.12.1998 ♥️,2022-12-03 00:07:06+00:00,1
1608942150133370882,"Yeni bir yıla girerken,  savaşların, acıların, felaketlerin ve en önemlisi son 20 yılın geride kalması, yeni yılın tüm insanlığa ve ülkemize barış, mutluluk, huzur getirmesi dileğiyle tüm dostların yeni yılı kutlu olsun ☘
Umudumuz
#Yine23YineKurtuluş",2022-12-30 21:44:35+00:00,1
1608935717765513216,"Bazı sesler öyle derin öyle huzur ki, dinlemeye doyamıyorsun..",2022-12-30 21:19:02+00:00,1
1608741753158504448,Yeni yıl sağlık huzur mutluluk getirsin,2022-12-30 08:28:17+00:00,1
1608730729088970757,"Bu yıl benim yılım olacak, buna inanıyorum.👍🏼 Başta sağlık, mutluluk ve huzur diliyorum.
Getirdiği mutluluğun tüm kötülükleri unutturacağı, başarıların tüm başarısızlıkları yok edeceği güzelliklerin hayatımı dolduracağı bir yıl dileğiyle.
#2023eHazırMıyız",2022-12-30 07:44:29+00:00,1
1608619927828824065,Sanırım o içimde besledigim büyüttüğüm hergun ustune katigim nefretim sönecek birgun bekliyor olacağım  geniş bir koltuğa oturup geriye yaslanıp büyük bir iç çekip gözümü kapacagim ruhum huzura erecek kalkıp nehrin kenarına gideceğim uzunca ileriye bakıp sıkacağım güzel son,2022-12-30 00:24:12+00:00,1
1608591636287700992,"Taehyung sesin bana huzur veriyor. Senden öğrendiğim çok şey var. Seni tanıdığım için çok mutluyum. Hayatımdaki ""iyi ki""lerden birisin. Seni çok seviyorum Taehyung 💜

#PoeticVanteDay
#BornIconTaehyung
#OurPurpleEmporerV 
#WarmComfotInWinterV",2022-12-29 22:31:46+00:00,1
1608212359801147393,"Hayırlı, huzurlu geceler",2022-12-28 21:24:40+00:00,1
1608207700638171137,Uzun zamandır “00'00” mesajı almamıştım👉🏼👈🏼 AŞIRI SEVİNÇ DOLU VE HUZURLU HİSSEDİYORUMM🥺💝 içim kıpır kıpır ehe 🫢✨,2022-12-28 21:06:09+00:00,1
1608196414667988992,Yanında huzur bulduğum biri var 🤍,2022-12-28 20:21:18+00:00,1
1608153396741308416,"Çok şükür çok mücadele verdik
 Ve kazandık hakimiz olanı geçte olsa aldık demenin huzuru var sevinci var içimizde. emeginize sağlık arkadaşlar 

#YaşDeğilHAKistiyoruz",2022-12-28 17:30:22+00:00,1
1607231554081751040,"Sabahımız Hayırlı Huzurlu ve Bereketli olması dileğiyle
Günaydın ☺️",2022-12-26 04:27:18+00:00,1
1607108838305456128,Yılın son günü kar yağsa... Her yer bembeyaz olsa... Saat 00.00 olsa... Ve biz yeni bir yıla karın o tertemiz beyazının verdiği huzurla girsek...,2022-12-25 20:19:40+00:00,1
1606256330578313217,00-0022 Huzur Geldi Savas Bitti,2022-12-23 11:52:06+00:00,1
1604944671607758881,"00.00 @iluwhyunjin 
Musmutlu yıllar güzellik.
Umarım yeni yaşında her zaman mutlu, huzurlu olursun, canını sıkan kimse olmaz ve istediğin hayatı yaşarsın. 
Dilediğin her şey gerçek olsun.
Seni çok seviyorum. Nice bizli, Ateezli yıllara 
İyi ki doğdun ❤
İyi ki varsın 💜",2022-12-19 21:00:02+00:00,1
1604419543861825539,Suyla birlikte akmanın suya direnmekten daha mantıklı olduğunu anladığımdan beri daha mutlu ve huzurluyum,2022-12-18 10:13:22+00:00,1
1604219963589689344,"00.00 💜 gün doğsun hanelerimize, yüreklerimize...  muştular yağsın üstümüze... sevgi yağsın yeryüzüne, huzur yağsın...",2022-12-17 21:00:18+00:00,1
1603512887816888332,"Gecenin 01.00'de gelen ilham perileri. 💫✨
Heyecanla eskiz kağıdına çizilir ve içine sinmiş şekilde huzurla uyuyabilinir.",2022-12-15 22:10:38+00:00,1
1603157499401670659,Kurak Günler üzerine yazdığım yazıyı zamanladım. Cuma 18.00'de bloğumda. Huzurluyum. Yazmak güzel eylem.,2022-12-14 22:38:27+00:00,1
1602783352850898945,00 50 mesaj attım konusalım mı diye uyudun sanırım..Huzurla uyu canımmm,2022-12-13 21:51:44+00:00,1
1598068308225708032,"Yeni ay yeni başlangıçlar
Mutluluk ve huzurla gel
#aralık",2022-11-30 21:35:50+00:00,1
1597696607239430144,"00.00 @Satinyyy 
Mutlu yıllar canısı seni çok aevdiğimi bil istedim. Her zaman mutlu ve huzurlu ol Sılam.
İyi ki doğdun ❤
İyi ki varsın 💜",2022-11-29 20:58:49+00:00,1
1596972376167952384,"Yeni güne kavuşmak ümidiyle....Huzurlu geceler dilerim herkese

Saat:00.00",2022-11-27 21:00:59+00:00,1
1596466413501300742,Kafamı göğsüne koyduğumda en huzurlu insan benmişim gibi..,2022-11-26 11:30:28+00:00,1
1596247448673931264,00.00 bu hayatta senden başka dileğim olamaz. İçimdeki huzur kalbimdeki mutluluksun.,2022-11-25 21:00:23+00:00,1
1595899777681707008,İç huzur harika bir şey aynı zamanda kendinden memnun olmak da :),2022-11-24 21:58:52+00:00,1
1595848753554296832,"Günün en sevdiği saati akşam 20.00 sonrası. Çocuk uyumus, ev sessiz kahvem yapılmış kitabım yanında ohh huzur ama uykum var😅",2022-11-24 18:36:06+00:00,1
1594579134721785857,"Kendimleyim,iyiyim ve bu huzur veriyor.",2022-11-21 06:31:06+00:00,1
1594399046524878851,Yanımda olan herkese sonsuz teşekkürler degerli olduğunu bilmek insana huzur veriyor’🙏,2022-11-20 18:35:29+00:00,1
1594167831884550144,"Sabahın ilk saatlari. Saat 4:00. Caddelerde huzur var. Bisikletli insanlar. Kadın-Erkek fark etmiyor. Herkes gülüyor. Sokaklarda başı boş hayvan yok. Eşimle yürüyoruz. Ve hiç arkama bakmadım. Bu insanlar neden dünyanın en mutlu insanlari simdi daha iyi anliyorum.

#isviçre",2022-11-20 03:16:43+00:00,1
1594004486879485952,Keşke her saniye sesini duyma şansım olsa huzurun böylesi’,2022-11-19 16:27:39+00:00,1
1593711294481420293,Saat 18:00 den beri Marie Kondo yöntemi ile tüm evi düzenledik mutluyum huzurluyum gururluyum😜😂 @tubak91,2022-11-18 21:02:36+00:00,1
1592986910791647234,Bu saatte Silopi’de başlayan yağmurun sesi ve huzuru 00:04🌙,2022-11-16 21:04:10+00:00,1
1590918928817328128,"Eh, saat 07.00 oldu. Sizler de yavaş yavaş uyanmışsınızdır. Türkiyem, Cuma günümüzün hayrı üzerinize, bereketi sofranıza olsun. Gününüz huzurla geçsin.",2022-11-11 04:06:45+00:00,1
1590749756770648064,"Biricik kızımız ""Elif Erva"" bu gece 03.50-04.00 aralığında hayata gözlerini açtı. Birlikte nice yıllara sağlık, huzur ve mutlulukla erişmek duasıyla NUR tanemiz.
❤💛😘👨‍👩‍👧❤💛
#10Kasım
#OnKasım",2022-11-10 16:54:31+00:00,1
1589926786049404929,"Benim kimseyle uğraşacak sabrım ve boş zamanım yok tek önemsediğim şey düzgün bir gelecek ve huzurlu bir hayat.
İnandığım, güvendiğim insanlarla sade ve kendi hâlinde bir hayat.
Fazlasında gözüm yok.",2022-11-08 10:24:19+00:00,1
1589366565606420480,Huzur insanıyım ben muhabbet seviyorum kaos sevmiyorum. Bir meseleyi gergin bir şekilde 267372 saat uzatmanın gram bir mantığı yok teşekkürler 00.18 tespiti bitmiştir,2022-11-06 21:18:12+00:00,1
1589339270946623488,"Ínsan, hayatının ilk sırasına/sıralamasına neyi koyuyorsa, onunla mutlu/mutsuz oluyor! O yüzden belki ben çok mutluyum, huzurluyum!
                                     Hamd olsun!....
Güzel olsun gece!.... :)",2022-11-06 19:29:45+00:00,1
1588999894978932736,"00.01 ve pazarın huzuru,",2022-11-05 21:01:11+00:00,1
1588999824744906752,00.00 bunu yanıtlayabilen asklarıma güzel ve huzurlu geceler diliyorum 🥺🤍🌙💫,2022-11-05 21:00:55+00:00,1
1588281836123598848,Bir an huzur doldu içimm,2022-11-03 21:27:53+00:00,1
1588275103791710208,00:00 huzurlu geceleriniz tatlı rüyalarınız olsun,2022-11-03 21:01:08+00:00,1
1588275060892401666,"00.00 @heheytyeosangg 
Musmutlu yıllar canısı 
Dilediğin her şey gerçekleşir umarım hep mutlu ve huzurlu ol 
İyi ki doğdun
İyi ki varsın 💜💜",2022-11-03 21:00:57+00:00,1
1587860457641181191,Bugünlerde saat 08.00 gibi hava o kadar mükemmelki insana huzur veriyor resmen,2022-11-02 17:33:28+00:00,1
1587551153197264896,"00:03
Huzurlu Geceler Diyecektim",2022-11-01 21:04:24+00:00,1
1587534259773898752,Erken 00 iyi geceler bebeğim Allah rahatlık versin huzur dolu uyu🫂💗 @nin_hala,2022-11-01 19:57:17+00:00,1
1587187897681285124,"00.00 ❤️🤗 Hoşgeldin Kasım
Biliyorum mucizelerle geldin,bolluk bereket huzurla geldin aşkı getirdin , ülkeme barış getirdin , çok şükür 🙏",2022-10-31 21:00:57+00:00,1
1586825321973678082,"💌 00 @iparkbangtanes6 

dogum gunun kutlu olsun esmam ♡ yeni yasında umarım cok guzel anılar edinirsin huzur dolu gunlerin kocaman guluslerin olur hep en iyisini hak ediyorsun sen gercekten fazla iyi birisin esmam ya ve benim icin cok cokk degerlisin +",2022-10-30 21:00:13+00:00,1
1586638118555377668,Kendi halindeliğin getirdiği huzura bayılıyorum..,2022-10-30 08:36:20+00:00,1
1586390884018446336,İnsanların huzur bulduğu yer illaki vardır benim ki kafamı koyabileceğim gögsün’,2022-10-29 16:13:55+00:00,1
1586100569789308931,"00:00
Iyilige,huzura,mutluluğa,şansa,aşka 🍀🧿🌸🌺💃❤❤",2022-10-28 21:00:18+00:00,1
1585628826406625281,Senin yanımda oluşun bana aşırı huzur veriyor..,2022-10-27 13:45:46+00:00,1
1585509950427643905,"Bu zabağınan da gine mutlu huzurlu dipcik gibi, dimdinç fişek gibi uyandık çok şükür!
                                   (horrrrrrrrrrrr)!....
#perşembe
Gün Aydınlık olsun!....",2022-10-27 05:53:24+00:00,1
1584288984078774273,"00.00 @captainhongrica 
Bugün benim ilk zamanlardan beri tanıdığım prensesim elmam doğdu. Burdaki sevdiğim nadir insanlardan birisin canısı. Her zaman mıtlu olman ve huzurlu bir ömür geçirmeni diliyorum. Seni çok seviyorum. Son zamanlarda çok buralarda olmasan da +",2022-10-23 21:01:43+00:00,1
1583862626995822592,"Şuanda yağan yağmurun sesi, ardından yavaştan buruna gelen toprak kokusu o kadar güzel ve huzurluki..😌",2022-10-22 16:47:31+00:00,1
1583566254966984704,Huzurlu hissettiğim anlardan birisi 00:09,2022-10-21 21:09:51+00:00,1
1583201456718389248,"00.00 ✨
Huzura uyanın 🌙
İyi geceler olsun 💫",2022-10-20 21:00:16+00:00,1
1582945176196026368,"""Kimseyi merak etmiyorum, kimsenin başarısını kıskanmıyorum.  Kimseyle kıyasa da girmiyorum, sadece kendi hayatımla ve sevdiklerimle ilgileniyorum. Kendi halindeliğin getirdiği huzura bayılıyorum. """,2022-10-20 04:01:54+00:00,1
1582065507985129472,ayın 18’inde sims ücretsiz oluyor diye oyunu indirmek için 00.00’ı bekliyorum saniyesinde o tuşa basacağım ve huzura ereceğim.,2022-10-17 17:46:25+00:00,1
1581238964286984194,bir de geçirdiğim en güzel 00:00 doğum günü gecesiydi 🥹huzurdan geberecektim,2022-10-15 11:02:01+00:00,1
1581027066618650625,"00.00!! doğum günün kutlu olsun aşkım🥺 seni seviyorum. belki şu ân fiziksel olarak yanında değilim ama her zaman destekçin olarak arkanda olacağım🤍 mutlu olmayı hak ediyosun😭🤍🤍 iyi ki doğdun mutlu yıllar, umarım bu yaşın mutlu, huzurlu ve sağlıklı geçer!! @burnedknj🥳🎉🎂🤍",2022-10-14 21:00:01+00:00,1
1580700226377068544,"Günün en sevdiğim saatleri 24:00 ve 04:00 , ses yok gürültü yok .En önemlisi boş beyinler yok . Kendini geliştirme ve huzur vakti .",2022-10-13 23:21:16+00:00,1
1579553083360956416,Sesi mi inan huzur veren tek şey…,2022-10-10 19:22:56+00:00,1
1578490557210726400,00.00 allahim huzur mutluluk lutfen artik,2022-10-07 21:00:50+00:00,1
1577651857819930625,"- Dün gece 3.basamak yoğun bakımda gece saat 03:00'da açık hastamın ,
""oğlum çok yoruldun otur dinlen biraz"" tesellisiyle sabahı getirecek enerjiyi , vicdani rahatlığı hissedecek kadar huzurluyum .
Bu mesleği icra eden binlerce meslektaşım gibi .

#bayındırhastanesi",2022-10-05 13:28:08+00:00,1
1577391178395402240,Yarın 08.30’da olan dersim 09.00’a alınmış. Biraz bunun huzuruyla uyuyacağım. Çok şükür Allah’ım.🥹,2022-10-04 20:12:18+00:00,1
1577389395774246912,Gelecekte huzurlu olayım en büyük temennim bu..🙏🌿,2022-10-04 20:05:13+00:00,1
1576842401380900864,"Kurumun en verimli saati 10.00, en sevdiğim saat ya. Aynı anda bütün kapılar kapanıyor ve herkes görüşmeye giriyor. Huzur saati gibi",2022-10-03 07:51:39+00:00,1
1576570576151359489,ben dün de böylee gittim saat 3.00 gibi 4 arkadaşımla yıldız izledim güzel huzur depoluyor bünye,2022-10-02 13:51:31+00:00,1
1575957252644646913,Bünyeye 00:14 huzuru çöktü. Ekim ayı böyle bir ay işte.,2022-09-30 21:14:23+00:00,1
1575572031013236736,Pazar günü saat 13.00 gelsin sınavdan çıkmış bir huzura ermiş olimmmm hele hele,2022-09-29 19:43:39+00:00,1
1570170861977743360,"An itibariyle; ( 01.00) /

Çoktaaan mışıl mışıl derin uykularda rüya âleminde olanlara ;
Huzurlu Geceler olsun..🤲
…..
Ama, Gece Uykusu için  vuslatı bekleyen Bizlere de 
Mutlu Geceler Olsun..🤗
…..
Selam Sevgiler 🌺",2022-09-14 22:01:20+00:00,1
1569450868914929664,"Gece 01:00 de de olsa, taskı bitirmenin huzuru ve sabah dailyde kolay hesap verecek olmanın rahatlığı ile yatıp zıbarayım artık.",2022-09-12 22:20:20+00:00,1
1569320445995896832,Günüm biraz sakin biraz huzurlu birazda yalnız geçti ama genel olarak güzeldi uzun süredir hiç böyle hissetmemiştim,2022-09-12 13:42:05+00:00,1
1568540850644295680,"Saat 13.00 ‘da uyanmak mı , daha neler 😂 Valla oldu ve bunu ben yaptım , kendime çok şaşkınım herhalde uzun bir zamandan sonra huzurla uyudum 😊",2022-09-10 10:04:15+00:00,1
1568285160277155840,Yaz aylarının tek güzelliği damda yatma olayı aşırı huzurlu,2022-09-09 17:08:14+00:00,1
1567935907457601539,"Geceleri saatlerce sokakta yürümek istiyorum çünkü o sokak sesini seviyorum köpeklerin havlamasını ineklerin mölemesini ve baykuş seslerini insan sesi  yada görüntüsü yok sadece hayvanlar bence çok huzur verici 
Ama kaç kez geceleri sokakta yürüdün deseniz hiç yürüyemedim derim",2022-09-08 18:00:25+00:00,1
1566893979848921088,00.00 @myelsix_ yeni yaşın mutluluk saplık ve huzur getirsin doğum günün kutlu olsunnnn,2022-09-05 21:00:10+00:00,1
1566172481454497792,"Bu gece uzuun yürüyüşler çekiyor canım! Sakin, dingin huzurlu, yanım da sen! Hava soğuk olsa da olur, ellerin olsun, yeter! Sıcak birer kahve, yanın da biraz da türkü
                                   olsun mu?!....",2022-09-03 21:13:12+00:00,1
1565082071021895680,00.00 iyi geceler bebeğim huzurlu mutlu gecelerin olsun ne olursa olsun senin arkandayım ve sana güveniyorum seni çok seviyorum..💜.. @rum_hope,2022-08-31 21:00:18+00:00,1
1564719718107324418,"00.00💜 yüreği en güzel kimse; güneş ilk ona doğsun, en son onun hanesini terk etsin... 
huzurun, sevginin, aşkın, umudun, bolluğun ve en önemlisi insanca yarınların müjdecisi olsun, yeni gün...
gün aysın evlerimize, hayatlarımıza, yüreklerinize...",2022-08-30 21:00:26+00:00,1
1564719676252254208,"An itibari ile saatler 00.00 ve ben 17 yaşıma girmiş bulunmaktayım...
Umarım bana mutluluk,huzur ve bütün dileklerimin gerçekleştiği kötü günlerin geride kaldığı bir yaş olursun, hoşgeldin yeni yaşım😌🤓",2022-08-30 21:00:16+00:00,1
1562877503391141888,O değilde yağmurlu havanın verdiği huzuru kimse vermiyor💧 22:00,2022-08-25 19:00:08+00:00,1
1562547337117204481,"00.08 @dependonsim 
Doğum günün kutlu olsun hayadım nice mutlu huzurlu başarılı senelereee iyi ki doğdın iyi ki tanıdım seni❣️🎈",2022-08-24 21:08:10+00:00,1
1561949494492766210,"Saat 05.00'te uyandım, sessizliği dinledim, bir şeyler okudum ve kedimle gündoğumunu izledik. Uzun zamandır bu kadar huzurlu uyanmıyordum. Doğayı izlemek bana iyi geldi💚 10/10 bi gün oluyor.",2022-08-23 05:32:33+00:00,1
1560374989437763587,"Gece 00.15 dışarıdan gelen rüzgar sesi pencere açık gökyüzünde fazlasıyla yıldız var. Kavak seslerinin sesleri huzur veriyor, bir yandan köpek sesleri bense usulca bu eşsiz gecenin sessizliği ve huzuruyla sıcak çikolatamı yudumluyorum. İşte benim için mutluluk bu kadar basit",2022-08-18 21:16:02+00:00,1
1560371041247141890,"00.00 💜 güneş; insan olabilenlerin evine, daha önce doğsun... yaralı ruhlara, nefrete, sevgisizliğe ayrı bir dokunsun, dönüştürsün; onarsın... bolluk, mutlululuk, sağlık, huzur doldursun hayatlarımıza, hanelerimize... 
gün aysın, umut aysın 💜",2022-08-18 21:00:21+00:00,1
1560029352355569664,"Islak saç, şampuan kokusu ve temiz çarşaf en sevdiğim üçlü... Şimdi huzurla uyuyabilirim",2022-08-17 22:22:36+00:00,1
1558367654385225728,"Ve nihayet yılın o dönemi yaklaşıyor. Her öğlen 12:00’da ilk soğuk birayı açtığımız ve köyümüzde denize karşı oturup huzur bulduğumuz o 10 günlük dönem.

(İç ses: Bu seneki ekonomik koşullarda ilk bira açış saatimizi 15:00’a çekmeyi düşünmeliyiz.)",2022-08-13 08:19:36+00:00,1
1556993223825965056,"Atamın huzuruna gelip anı defterine 
""Yeni nesil bizlere emanet Başöğretmenim"" yazmak... Vardı bir hayalimiz bugün gerçekleştirdik.",2022-08-09 13:18:06+00:00,1
1556974058431971328,Saat 15.00 denizden geldim. Evdeyim. Balkonda biraz denizi izleyerek biraz telefona bakarak oturuyorum. Huzurluyum sanırım şu an gerçekten i.,2022-08-09 12:01:57+00:00,1
1556180549529702400,Günaydın bizim mahalle.  sağlık huzur mutluluk ve bol kazançlı bir gün dilerim İstanbul tuttuğum isimleri akşam atmıştım şimdi de İzmir için çalışmalar bitmek üzere güvenen emeğime saygılı dostlar isterse atacağım 11:00 da profilimden bakalım kimlerin parmakları çalışacak ❤️❤️❤️,2022-08-07 07:28:50+00:00,1
1555745243223543811,"Günün en güzel saatleri galiba sabahın ilk saatleri 05.00 ve sonrası sessizlikle birlikte doğanın sesi muazzam bir dinginlik, huzur ve pozitiflik yayıyor.Bedavadan küçük çaplı terapi saati",2022-08-06 02:39:04+00:00,1
1554245442547875841,Kitap + çay + balkon = bu saatte ulaşılabilecek huzur seviyesi..,2022-08-01 23:19:24+00:00,1
1554210955449536512,"00.00 gören herkese..♡♡..
Umarım güzel bir gece geçirirsiniz huzurlu uykular dilerim..🔮💜..",2022-08-01 21:02:22+00:00,1
1553581169094148096,"Günün en sevdiğim saatleri 05:00-06:00 arası.  Martılar, kargalar, kumrular ve sığırcıkların sesinden başka ses yok. Hafif bir serinlik. İşte huzur bu. 06:00 gibi araçlar ve otobüsler güne başlayınca sihir yerini kaosa bırakıyor.
Günaydın.",2022-07-31 03:19:49+00:00,1
1553107785172279296,Şu an size huzuru gösteremem belki ama tarif edebilirim saat 23.00 suları cırcır böcekleri eşliğinde köy evinin balkonunda kayısı yapraklarının yanı başında sessizce kitap okumak. Ve kendi iç sesinle başbaşa kalmak.Hani nasıl desem tüm dünya susmuşta yalnzca ben konuşuyor gibiyim,2022-07-29 19:58:45+00:00,1
1552760820693606401,"00.00 hayatımdaki iyikilerimden birisin umarım yeni yaşın çok güzel,huzurlu,mutlu bir şekilde geçer   seni seviyorum hep mutlu ol çünkü sana en çok gülmek yakışıyo nice mutlu yaşlara doğum günün kutlu olsun @bringouthefire 💜💜💜",2022-07-28 21:00:03+00:00,1
1552398614219087874,"Saat 00:00 olduğuna göre iyi ki doğdum🌸çiçek gibi bir seneye güzel anılarda ekledim Allaha verdiği nimetler için bin şükür, sağlığım için huzurum için şükür. Şifam olan ailem için, candan arkadaslarım için şükür. İçtiğim çaydan güldüğüm olaya kadar hepsine şükür",2022-07-27 21:00:46+00:00,1
1552033943112847360,balkonda ki hafif rüzgar eşliğinde dinlenen şarkılar kadar huzur yeter...,2022-07-26 20:51:42+00:00,1
1552011474847109120,"GECENİZ HUZURLU
UYKUNUZ TATLI
RÜYALARINIZ KABUSSUZ
OLSUN. 

Yarın bu günden daha sıcak.  Öyle görülüyor  ki; hortum yine elimizden düşmeyecek. Yapilacak işleri en geç  saat:10.00 a kadar bitirmek gerek.
Hadi bakalım uykusu gelenlere iyi geceler, iyi uykular dedim gitti.😴😴",2022-07-26 19:22:25+00:00,1
1551673670275407872,"00.00 
@stayajumma8 Bugün benim bebeğim doğmuş~ İyi ki doğdun güzelim iyi ki varsınn, umarım yeni yaşın sana hep mutluluk, sağlık ve huzur getirir,tüm dileklerinin gerçekleşmesi dileğiyle seni çok seviyorum hep yanında olacağım💙",2022-07-25 21:00:06+00:00,1
1550962405664247808,"""Kendi kendime, biz gurbetin insanlarıyız diyorum...

Mesafelerin terbiye ettiği insanlar.""

  (Huzur)

 -Ahmet Hamdi Tanpınar-

Mood
😴😴
00:55",2022-07-23 21:53:47+00:00,1
1550597200601907206,"Eyy sözümün mahburu, şûridesi, hâresi, şirâzesi, sensin Kalbimden dünyaya yürüyen ahvali hayranlık! Kulağın umurumda değil, beni
                           Gögsün duysun!....
Huzur olsun gece!....  ⭐️🌙",2022-07-22 21:42:35+00:00,1
1550224114274779136,"Beklemek lazım. Gönlü hoş tutanı, gönülde yer bulanı, başka gönülde gözü olmayanı.
Yarına umut dolu başlamalı,sağlık, huzur,mutluluk, başarı,para,neşe,aşk dolu olsun yeni gün ❤🌹🐞🧿🌸🍀💃
00:00 yeni gün 🧿❤🌹",2022-07-21 21:00:05+00:00,1
