tweet_id,tweet,date
1345109927656878081,"Yeni uyku düzenim ; Yatış en geç 01.00 !
Kalkış en geç 10.00 ! 
Düzene seninle başlamak güzel sevgili uyku :)",2021-01-01 23:49:32
1345109988730155008,"ya da sevgisiz adalet, neden dizginsizsizliğe başvuruyor ?",2021-01-01 23:49:46
1345111059074609153,Sabah saat 7.30 suları... Heyecanla ajandanın ilk sayfasını açmışım... Günlük planlamamı yapmışım... Kendi yaptığım çıkartmalardan birini sayfanın kenarına iliştirmişim... Yazdığım her şeyi yapacağıma canı gönülden inanmışım... Hiçbir şey yapmadan 00.00'da yatağa geçmişim...,2021-01-01 23:54:02
1345112871349399557,00.00 kuzularım sizi seviyorum 💜,2021-01-02 00:01:14
1345113640693886976,Saat tam 00.00 da herkesin mesajı dün olarak kalırken 1 kişinin sürekli bugün olması evet arkadaşlar sadece hayal,2021-01-02 00:04:17
1345114250008784896,Yalnızlığın çağresini bile bulmuşlar ben sensizliğin çağresini bulamazken,2021-01-02 00:06:42
1345117144930000901,çok değerli bir 00'00 aldım benden mutlusu yok,2021-01-02 00:18:13
1345121369269231617,00.35 limitsiz enerjimle hayalet avlama seansı,2021-01-02 00:35:00
1345124646199373831,00.00 da mesaj atmıyorsa sevmiyordur...,2021-01-02 00:48:01
1345133073843826694,Belki becerebilrsem sevdim her user için ayrı bir 00.00 hazırlayıp atıcam yada 1.23 umarım beceririm,2021-01-02 01:21:30
1345142199365865477,"Sevgili Öğrencilerimiz 02.01.2021 Cumartesi günü Saat:13.00""daki Uzaktan Eğitim Seminerini unutmayınız.",2021-01-02 01:57:46
1345161665566945283,Saat 12.00 da uyumak gibi hayallerim vardı...başaramadık abi,2021-01-02 03:15:07
1345162276890943490,Hiç tanımadığım bir oğlanın canım kadar sevdiğim bir kıza kurduğu tek cümleyi 17 farklı şekilde yorumlamış ve tüm senaryoların kritiğini yapmışım gibi bir 03:00 huzuru hshs,2021-01-02 03:17:33
1345166100120657922,Sorun neydi hiç çözemedim.Yaşadım ama ölmek istedim 🥀,2021-01-02 03:32:44
1345173483312078848,04:00 mutlu sabahlar...,2021-01-02 04:02:05
1345174901095886850,Saat 04 :00 mutlu olanlar çoktan uyudu,2021-01-02 04:07:43
1345182426348331008,"Saat 22.00
Me ; Yatıyım bari uykum geldi

beynim; uykuyu bahane etme hayal kuracaksın dimi",2021-01-02 04:37:37
1345183648123940869,KORKUYORMUŞ :),2021-01-02 04:42:28
1345269386500841472,"Günaydın

Saat 12:00’da Cumartesi grubuyla eğitimimiz başlayacak.

Ben yorulmadan anlatmaya hazırım, bakalım onlar yorulmadan öğrenmeye hazırlar mı?

Yarın da, pazar grubuyla aynı yoğunlukta bir eğitim olacak. Pazar grubunda iki kişilik kontenjan olduğunu hatırlatırım.

Sevgiler.",2021-01-02 10:23:10
1345275402869207040,"""Çok şey istememişti aslında kadın, sadece sevdiği tarafından sevilmek istemişti aslına bakarsan çok şey istemiş""🍃",2021-01-02 10:47:04
1345302518172102657,Sadece sevmiştim oysaki ❄♥,2021-01-02 12:34:49
1345304485166460929,Ve siz bayım bensiz mutluysanız sonsuza dek bensiz kalın..🍃,2021-01-02 12:42:38
1345331150928142336,işte böyle olunca heves felan kalmıyor...’,2021-01-02 14:28:36
1345335685792804865,00.00 da öpücek kimsem olmadığı aklıma geldi buna biraz üzüldüm,2021-01-02 14:46:37
1345360834093060097,Üzülmesin dediğim kim varsa üzdü 2021'in her günü üzdüğünüz kadar üzülmeniz dileğiyle!,2021-01-02 16:26:33
1345373760103321603,Ben seni hep gelicekmiş gibi sevdim...,2021-01-02 17:17:54
1345383592084574209,Sevilmediğimi biliyorum ama yine de onunla olmak istiyorum',2021-01-02 17:56:59
1345393070435688449,Kadınlar okusun diye 70li yıllarda köylük yerde kapı kapı dolaşıp kız öğrenci toplayan bir kadının kızıyım ben. Sırf bu yüzden de seviyorum anacığımı. Ömrü uzun sağlıklı olsun 🥰🙏,2021-01-02 18:34:38
1345406218530123776,seni çok seviyorum bildirimi..’,2021-01-02 19:26:53
1345409050763288578,beni sevmiyormuş piçe bak 🙄,2021-01-02 19:38:08
1345415718729355266,Bir insanın yapabilecek en kötü şeydir hayallerini elinden almak 🚬,2021-01-02 20:04:38
1345419125846323201,"""Sen geçince semtimi sever gibiyim''",2021-01-02 20:18:10
1345425360167587844,Uzun zamandır olmasını beklediğim şeyler bi gün olacak ama benim hevesim kalmamış olacak...,2021-01-02 20:42:57
1345450323616391169,Aynı konuda çok kez hayal kırıklığına uğramak insanı değiştirir,2021-01-02 22:22:09
1345450396408545280,Ve siz bayım beni neden sevmediniz? ❄,2021-01-02 22:22:26
1345461695276318725,"Zorsa sev, ama sevmiyorsa zorlama .🌙",2021-01-02 23:07:20
1345463601323241472,Bizimkisi nefes sizimkisi hep heves olur zaten ...,2021-01-02 23:14:54
1345464359959613440,"Seni sevmek ölümse 
Bu ilk ölüşüm değil ...",2021-01-02 23:17:55
1345465000115249154,"Sizden tek ricam 
Sana yapılan 
İyiliği
Kötülüğü
UNUTMA

Ki ikinci kez üzülme diye ...",2021-01-02 23:20:28
1345466024980844545,Sadece senin hevesinmişim ...,2021-01-02 23:24:32
1345466169516552195,Bakın kardeşim üzüntülü efkarlı söz atıyoruz diye bizim de o durumda olmamız gerekmez. Ama ona benzer durumları önceden yaşamışızdır. :),2021-01-02 23:25:07
1345469218465193986,"En güzelidir insanın kedisini sevip beğenmesi ...

Ne güzel bi duygudur bu ;

Hey sen herkesden daha değerlisin &lt;3",2021-01-02 23:37:13
1345474965353734144,"“00:00”

Başka sevgilerde teselli bulunca
İşte biz o gün düşüneceğiz...",2021-01-03 00:00:04
1345475179552641024,00.00 yine jimini çok seviyorum,2021-01-03 00:00:55
1345481943413100550,Hayalerimiz varda beklentimiz yok ✨00;27🌙,2021-01-03 00:27:47
1345482153442816000,"Sevilmeyi bilmeyenleri tanıyorum galiba artık. Çoğunluğu kaba saba. Bir kısmı tutarsız, korkak ve bencil.",2021-01-03 00:28:37
1345482397664604161,"Hadi azcık daha hayal kuralım ağlayalım.!
                                                               01:00",2021-01-03 00:29:36
1345484257494495237,"Yalnız olup olmadığınızın belli olduğu saat/ 00.00
Yalnız mıyız...",2021-01-03 00:36:59
1345487245407629317,"""Zamanla savaşırım senin sevgin uğruna,
O seni kemirse de ben can veririm sana.""

(Soneler)

      -William Shakespeare-

Mood
😴😴
00:48",2021-01-03 00:48:51
1345497982330957832,Gönlümün mutluluktan %1 hissesi yok.•,2021-01-03 01:31:31
1345540959552090112,Huzur amına koyim huzur,2021-01-03 04:22:18
1345545931119325184,Çevremde ki herkes 00:00 da sevdiğine mesaj atıyordu ya da yan yanaydılar ben de eve geldikten sonra Cem Adrian- Mutlu Yıllar dinliyordum ağlayarak söyleyeceklerim bu kadar teşekkürler.,2021-01-03 04:42:03
1345632947118997505,dertleri sollarken mutluluğu da geçmişiz ya lan,2021-01-03 10:27:49
1345633572544270336,"Bugun eve donuyoruz nasipse... Hadi bakalim aksama yayin acarim 20.30, 21.00 gibi olur ama... Seviliyosunuz gencler...",2021-01-03 10:30:19
1345642229323464707,"Manitam yok,sevdiğim yok, bu sevgiyi hak edicek kimse de yokk.’👍",2021-01-03 11:04:42
1345646370481438723,"""Sevgi kusurları yok etmez, onları da kabul eder.""",2021-01-03 11:21:10
1345652336606244864,Hızla soğumam sevgimden ağır bastı.’,2021-01-03 11:44:52
1345656695301804032,"Pera - Unut  - - &gt; 3:00
""Sevdiği kadar sevilmez insanlar""",2021-01-03 12:02:11
1345663120354775040,"Ben,beni ve eski mutlu günlerimi özledim.",2021-01-03 12:27:43
1345676729214447616,Nasıl biri demis ki comeback icin 18.00 beklemeyeli uzun zaman oldu arkadaslar hevesinizi kursagınızda bırakmak istemem ama mv gelene kadar inamayın,2021-01-03 13:21:48
1345677380975808514,"Maden, Tetkik ve Arama Genel Müdürlüğü personeli, üyemiz İsmail Değer malesef vefat etmiştir. Sevenlerine ve yakınlarına başsağlığı dileriz.
Cenazesi 04.01.2021 Pazartesi günü saat 12:00'da Kütahya - Tavşanlı Asri Mezarlığına defnedilecektir.",2021-01-03 13:24:23
1345683238505897984,elimde olsa seni hiç sevmemeyi tercih ederdim,2021-01-03 13:47:40
1345698837600595970,Əvvəlki sevgilin bir əşya olsaydı nə olardı ? ;),2021-01-03 14:49:39
1345715000749522971,"15.00 diye buraya not bırakıyorum, fazlası ile heyecanlı ve gerginim umarım başarırım 🚭",2021-01-03 15:53:53
1345718100013031426,"Sadece gerçek Zara sevdalılarının da bildiği gibi; eğer “Zara uygulamasında indirim 16:00’da başlayacak” diye duyurdularsa, o indirim 15:50’de başlar. 
Bunun sebebi, Zara indirimini hakeden gerçek Zara sevdalılarının herkesten önce ürünleri silip süpürmesini sağlamaktır.",2021-01-03 16:06:11
1345719159548747777,Başkaları 00.00 da seni seviyorum mesajını alırken ben 00.00 da beni artık sevmediğinin mesajını aldım söylesene peki neden???,2021-01-03 16:10:24
1345723260625956866,"zara ya bak sen indirime 17:00 yazmış, tabi ben başında bekleyerek bütün ürünleri kaptım canımm kendim ya cok mutluyum 🥳🥳🥳🥳",2021-01-03 16:26:42
1345724860962627587,"Sen kararlıysan, niyetin sağlamsa yol açılır zaten korkma. Kısmetinde olana yürürsün muhakkak. Sen iyi olmaya bak.",2021-01-03 16:33:03
1345732037148356609,Bi kedim olsa çok mutlu olurdum sanki,2021-01-03 17:01:34
1345733153495912448,İnsanlarda sevgi kalmamış gibi değil mi ya ?,2021-01-03 17:06:00
1345755849864704000,"Ailem ile konusurum;
⏩🔘_____________08.00
Kankalarım ile konusurum;
⏩🔘_____________17.08
Evde ki hayali arkim ile konusurum;
⏩🔘_____________87.12.08",2021-01-03 18:36:12
1345761603271143429,"Güzel sevmek, çok sevmekten binlerce adım ötede",2021-01-03 18:59:03
1345775381152997377,Manitayla en çok ben seviyorum yarışı yapmak.’💫,2021-01-03 19:53:48
1345781095942512641,Çok Talibim Var Diyenler ; SEVİNMEYİN! Ucuz Malın  Alıcısı Çoktur...,2021-01-03 20:16:31
1345792136923459585,kuzenimin sevgilisi intihara teşebbüs etmiş bu beni görüntülü aradı ağlıyor ben de dayanamadım güldüm bu salak da gülmeye başladı aramayı kapatırken diyor ki 00:00’da pubg oynuyoruz sakın unutma süper ilişki yemin ederim,2021-01-03 21:00:23
1345794712800813057,"Yarın açılıştan itibaren endeks için ilk izleyeceğim direnç noktası 1494,00 olacak,

Bu seviyenin geçilmesi ve üzerinde günlük kapanışlar yapmamız halinde yeni dirençlerden bahsedebiliriz... 

şayet bu kapanışlar gelişe yukarı yönde 1547,00 ye kadar ~50 puanlık bir yükseliş olur.",2021-01-03 21:10:37
1345797040756953088,Bi ihtimal daha var oda ölmek mi dersin.,2021-01-03 21:19:52
1345803704839118849,Size itici geliyorsam sizi sevmediğim içindir çünkü ben bile bile itici gelirim,2021-01-03 21:46:21
1345807083887853571,"Varsın herkes değişsin,
       Herkesleşsin...
 Ben yine aynı kalayım 
      Yanlış olmaktansa,
        Yalnız olayım...",2021-01-03 21:59:47
1345816984680869890,Bu şehirde bize umut yok. Bu şehirde güneş çoktan batmış.,2021-01-03 22:39:07
1345817039710154753,çok mutlu eden insan var iyi ki varlarr teşekkür ederim,2021-01-03 22:39:20
1345818283220627458,"Zor günlerini yalnız atlatan birini, yokluğun ile korkutamazsın.",2021-01-03 22:44:17
1345829504317587457,"Bilinmedik bir hüzün var içimde, bir gariplik.",2021-01-03 23:28:52
1345831570293338113,"+ sevgili olalımmı (23.58)
- ya ciddenmi olur (23.59) 
+ 1. Yılımiz kutlu olsun aşkım (00.00)",2021-01-03 23:37:05
1345833802376105986,Mezarlıklar gerçekleşmemiş hayallerle dolu...,2021-01-03 23:45:57
1345837366448168962,"00.00
Herkese sizi seviyorum",2021-01-04 00:00:07
1345837485469921284,"suan 00 bekleyen herkese
sizi seviyorum 💜",2021-01-04 00:00:35
1345837529858256896,00.00 en cok ve sadece ateezimi seviyorum,2021-01-04 00:00:46
1345837593913675777,"00.00
Güneşi  kaybeden gece , yarın oluyor ve yarın ki güneşi beklemek umut oluyor...",2021-01-04 00:01:01
1345840242717298689,"00.08 Bir başkası mı oynayacak Pirayemizin anne rolünü; Olsun sen mutlu ol, gül,eğlen ama aklına sakın beni getirtme sebebi ben olmayayım üzülmenin.Şimdilerde kostuyorum oradan oraya.Bana aşkı böyle atlatmamistilar.Yeryuzune gönderilmis cennet gibiydi sende aşk.Yetmedi yine aşk..",2021-01-04 00:11:33
1345843260196057088,"Kapalı cezaevinden
Açık cezaevine çıkıyoruz millet
Sevdiklerimizle hasret giderelim
Ama akşam 21:00'a kadar 
Saatler, dakikalar kıymetli",2021-01-04 00:23:32
1345847140397023233,"Bugünü unutmayın tam şu saati 00:38 
Ben unutmayacağım ve yemin ediyorum ki bu sefer gururum sevgimin önünde.",2021-01-04 00:38:57
1345847706170896386,"Yataklarımız, son sığınağımızdı. Bütün umudumuz, hayallerimizdeydi.
Hayallerimiz, bizi masallara götürüyordu.
Yatağımız, bir uçan halı olmuştu. Sevenlerin ayrılmadığı, gözyaşlarının akmadığı diyarlara götürüyordu bizi. 00:40 iyi geceler.",2021-01-04 00:41:12
1345849153734275074,"Gelecek yıl İzmir’de olma hayalim var, plan da diyebiliriz. Eş zamanlı bir Hakkari ataması olsa ne yaparım diye düşünüyorum. Gece 00.46 uyuyamama sorunsalı",2021-01-04 00:46:57
1345849209744928768,Sabah 10:00 poliklinik var ama ben 06:00 da uyanıp ormana koşuya gitmek istiyorum. Fakat çevremde ormana benzer en yakın şey mutfaktaki maydanoz rafı.. Çarpık kentleşme vurdu İstanbul’u üzülüyorum,2021-01-04 00:47:10
1345855496054595584,Ömrünü endişeyle tamamlamaya ve sürekli acı çekmeye mahkum olan bir ruh.,2021-01-04 01:12:09
1345862533467484161,"""Yanıma gel de anlatayım sana karanlık yönümü""",2021-01-04 01:40:07
1345867732928098307,03.00 sevgi valnası,2021-01-04 02:00:47
1345881515071299584,"11 gün tatilde evde oturup yorulmayınca uykum gelmiyo. Saat 00:53 oldu, 04:55’te uyanıcam, hâlâ video bakiim, kedi seveyim, bilmem ne. Yarın sabah ağlayarak çıkıcam bu yataktan.",2021-01-04 02:55:33
1345886965804244994,Bu ülkede sorun bir taraftan evde kal diye yırtırken diğer tarafatanda evde kalırsan kalıcak bı evinin olmamasıhala saat 21.00 danönce virüs bulasmiyor mu diye soranlar var. Buülke bizim kaderimiz . Atamızın dediği gibi muasır medeniyetler seviyesine ulaşmak için çalışmamiz lazim,2021-01-04 03:17:12
1345900196102873088,Umudunu kaybetme GÜÇ içinde,2021-01-04 04:09:47
1345919123751120903,"Saat 3:00' dan beri bir hayalin içerisindeyim. Hayalin sonunda Ebrar ve benim ayrı ayrı, bankada birikmiş  1 milyon parası var, istediğimiz işletmeyi kurmuşuz, ben bisikletle 1 yıllığına Dünya turuna çıkıyorum .... devamı var da o gün gelince anlatırım 😅",2021-01-04 05:24:59
1345937592265678850,"Tam 22 sene önce bugün sabah saat 10.00 da Kalbime bir çentik atılmıştı.. Hemşireler konuşurken duymuştum.  '35 kilo nasıl kaldıracak açık kalp ameliyatını"" Gram korku da yoktu haa fazlaca cesurdum ignelerin dışında tabi 🙊 
12 yaş 35 kg fazlaca boydan kısa fena değilmişim yahu✌",2021-01-04 06:38:22
1345939455178321920,Günaydınnnnn gülüşü güzel insanlar 😎 yine uykusuz bir yolculuk 🤦🏻‍♂️ sevdiklerinizin sesini duyup sarılabildiğiniz bir hafta olsun ... ✌🏻,2021-01-04 06:45:47
1345941471787102208,Akşam eve gidince 8 de uyuyacam kendimi mutlu edebilmek için ( 02.00 da uyudu),2021-01-04 06:53:47
1345951851318030336,"yarın sabah 06:00’da Kings ile oynuyoruz. Evet b2b var. Kings de doğrudan rakibimiz kazanmak lazım, görüşmek üzere. Çok mutluyum ya.",2021-01-04 07:35:02
1345971378563002368,"Mümkün mertebe dert yanmazsın.

Gamsız olursun.",2021-01-04 08:52:38
1345971634667094023,"İçer sarhoş olursun.
Ooohh be keyfe bak. Dert yok tasa yok derler.",2021-01-04 08:53:39
1345982853801242624,"Bendeniz ve benim gibi bir çok emekli, enflasyon oranında ki maaş  zamları bizleri tatmin edecekmi acaba diye yine de umutsuzlukla saat 10 .00 da ki açıklamayı bekliyorum 😬",2021-01-04 09:38:14
1346006545658769409,Bir erkekten “seni sevmiyorum” cümlesini duyana kadar vazgeçme.’,2021-01-04 11:12:22
1346010244284084224,"Keşke benim de karşımda her zorluğa rağmen,
Dimdik Yanımda duran beni  seven biri olsaydı.  
İnsan tek başına  dağ  olamıyor  bazen.",2021-01-04 11:27:04
1346023665696198657,"Gülüp eğlenmeliydim, 
Su  gibi akmalıydım şu yaşımda,
Oysa ağır ağır düşünüyorum geleceği...
Kaç gecem daha böyle huzursuz geçecek ?
Beni felaketler değil düşünmek mahvedecek.",2021-01-04 12:20:24
1346024735679909889,verdiğin emekler elinde kalınca anlıyorsun bazen kimseyi sevmemek gerektiğini,2021-01-04 12:24:39
1346034795831308288,heyecanımızı yaşama hevesimizi elimizde aldılar aloooo,2021-01-04 13:04:38
1346038094848548866,"Sevgili çeviri akşam grubu, 18:00 de dersimiz başlayacak, mesajlarınızı kontrol edersiniz.",2021-01-04 13:17:44
1346091967076311040,"Akşam sahilde koşmak için saat hesaplıyorum. 
İşten çık, 19.00'da evde olsam iyi ihtimalle, yarım saat kedi sev oyna giyin çık, 19.30, 15 dk da sahile in, 19.45, 1 saat yürü koş 20.45 15 dk'da eve topukla yokuş yukarı? Hiç olmadı.",2021-01-04 16:51:48
1346096963939414016,Ne olacak bu illegal sevdamız,2021-01-04 17:11:40
1346108369061482501,Sevmek Dedin Sevmedik Mi? Aşka Boyun Eğmedik Mi?,2021-01-04 17:56:59
1346136676574375936,Salınasın gelir öylece boşlukta,2021-01-04 19:49:28
1346142957330714630,"Şansıma tükürsem ;
Rüzgar vurur geri bana gelir 
Kimselere güvensem ;
Sırtımdan vurur burnumdan gelir 
Birini de seversem ;
Ya beni terk eder ya çeker gider 

Yemezsen büyüyemen dedikleri ;
KAZIKMIŞ MEĞER",2021-01-04 20:14:25
1346154796680675328,Ya bi kerede mutlu olayım hep bela hep bela YETER,2021-01-04 21:01:28
1346156740153405440,hayal etsenize gece 00:00 da galibiyetin üstüne bir de 🔥 emojisi geliyor,2021-01-04 21:09:11
1346160980896714752,"Bu kızları nasıl bi kitle üzdüyse 
Sevileceklerine gram inanmıyorlar.🤔",2021-01-04 21:26:02
1346168799750479872,"Zümre toplantısını temize çekerken bir yandan da bağıra çağıra ozbi dinliyorum. Çok korkuyorum farkında olmadan toplantı maddelerinin birine ""bunun sonu yok akıllanman gerekir"" yazacağım diye",2021-01-04 21:57:07
1346172595566243840,Hani 22.00 dı ben şimdi sandım yeni geldim pardon MuratBozSevgilimYakında,2021-01-04 22:12:12
1346176682470895617,"Benim olana yavşarsan hevesini değil,nefesini keserim.!",2021-01-04 22:28:26
1346177418797715456,"Bak şunu diyeyim. Burayı izleyen kriptolar varsa. E. Güçlü zamanlarında 17/25 Aralık ta. Demediğimi bırakmadım.
Vatikanın dehlizleri ile bağlantılarını(Uğur Mumcu, nun eserinde 1996 baskı) yazdım.
Gezi de de yazdım. 15 Temmuzda saat 22.00 da meydanda idim.
Boşuna heveslenmeyin.",2021-01-04 22:31:22
1346177596422287367,Delilik bağırmak yada birine ateş etmek gece sevdiğin kişinin kapısının önüne arabayla gidip müslüm gürses açıp 1 saat boyunca sigara içip eve geldiğinde hiçbirşey yokmuşcasına uyuyup sabah 00:08 de işe yürüyerek gitmekse mevzu derin 👍,2021-01-04 22:32:04
1346180585379786753,Sevginin kokusu var mıdır? Varsa nasıl bir kokudur?,2021-01-04 22:43:57
1346195083088027648,diyet yaptığım için akşam 17:00 sonrası su hariç hiçbir şey tüketmiyorum az önce annem suda eriyen tablet getirdi bir bardak öyle iştahla içtim ki çok üzüldüm kendime,2021-01-04 23:41:33
1346199756847124481,"00.00
Adım adım kaçıyoruz bu günden... Umudunuz yarından olsun,aklınızı alın dünden...",2021-01-05 00:00:07
